Filler,Anova (p),Log^2 FX/Ctl,p-Value
g2142,0.48204703,-0.849160258,0.316910589
g2143,0.482420722,-0.55281923,0.316574046
g2144,0.482496113,-3.00303916,0.316506181
g2145,0.482620199,-0.542698333,0.316394506
g2146,0.482666121,-1.139654034,0.316353184
g2147,0.482725136,-0.418569256,0.316300086
g2148,0.48273276,-0.460854281,0.316293227
g2149,0.482783212,0.172993033,0.31624784
g2150,0.483007814,-1.548149245,0.316045843
g2151,0.483045014,0.228338949,0.316012396
g2152,0.483057689,0.566496766,0.316001001
g2153,0.48321269,1.243810001,0.315861669
g2154,0.483404168,-0.724144408,0.315689609
g2155,0.483459459,1.038329052,0.315639938
g2156,0.483483276,3.198497329,0.315618544
g2157,0.483545338,0.661381238,0.3155628
g2158,0.483662839,-0.860228348,0.315457279
g2159,0.483869128,-0.542412167,0.315272086
g2160,0.48400686,-0.568009216,0.315148483
g2161,0.48422904,-0.559407334,0.314949169
g2162,0.484251356,-1.70271048,0.314929154
g2163,0.484305958,-1.021635719,0.314880188
g2164,0.484511154,-0.657694057,0.314696221
g2165,0.484673623,2.115448391,0.314550615
g2166,0.484732389,-0.500123844,0.31449796
g2167,0.484889936,4.034225543,0.31435683
g2168,0.484927929,-0.920070948,0.314322802
g2169,0.485015766,-0.522627748,0.314244144
g2170,0.485046077,-0.635189632,0.314217004
g2171,0.485154178,-0.687679558,0.314120224
g2172,0.485334481,-0.613635714,0.313958853
g2173,0.485383625,-0.608509803,0.313914879
g2174,0.485598468,0.195740349,0.313722692
g2175,0.485937099,-0.74219407,0.313419943
g2176,0.486084507,-0.651939512,0.313288221
g2177,0.486192406,3.492477118,0.313191829
g2178,0.486590737,-0.583565831,0.312836163
g2179,0.486949601,-0.396858137,0.312515986
g2180,0.487209778,-0.760184565,0.312284004
g2181,0.487408967,-0.552529717,0.312106485
g2182,0.487432423,-0.719427775,0.312085586
g2183,0.487503832,-0.645214591,0.312021966
g2184,0.487593319,-0.505860208,0.311942254
g2185,0.487666129,0.779001732,0.311877407
g2186,0.487912335,-0.570154794,0.311658202
g2187,0.487944223,-0.658424594,0.311629819
g2188,0.488250081,-2.395423263,0.311357676
g2189,0.488286542,-0.603892593,0.311325245
g2190,0.488325607,1.783386813,0.311290501
g2191,0.488716517,-0.348705294,0.310942983
g2192,0.488747653,-0.976170211,0.310915315
g2193,0.489014653,-0.859589724,0.310678127
g2194,0.489318829,-0.577194421,0.310408072
g2195,0.489363996,-0.720172046,0.310367986
g2196,0.489901211,-0.643120217,0.309891487
g2197,0.489975141,2.794890305,0.309825953
g2198,0.490107006,-1.093104109,0.309709089
g2199,0.490161421,-0.617532842,0.309660874
g2200,0.490254212,-0.643456577,0.309578666
g2201,0.490307102,-0.505432696,0.309531816
g2202,0.49041626,-0.607374406,0.309435139
g2203,0.490473911,1.02304447,0.309384088
g2204,0.490476037,1.546208523,0.309382206
g2205,0.49054541,0.698179417,0.309320784
g2206,0.490632713,0.701725024,0.309243499
g2207,0.490653868,0.433931677,0.309224773
g2208,0.490804601,-1.175363188,0.309091375
g2209,0.491091235,-0.600278952,0.308837817
g2210,0.491145276,1.177389191,0.308790029
g2211,0.491213772,3.189543877,0.308729466
g2212,0.491283386,0.356854923,0.308667922
g2213,0.491440779,0.3326035,0.308528809
g2214,0.491616283,-2.830562049,0.308373741
g2215,0.491839005,-2.395943194,0.308177033
g2216,0.491915736,-0.878657867,0.308109284
g2217,0.491997797,0.934733148,0.308036842
g2218,0.492159638,0.229810487,0.307894006
g2219,0.49218469,-0.465449524,0.3078719
g2220,0.492190396,0.48119044,0.307866865
g2221,0.492261981,-0.69910994,0.307803705
g2222,0.492288555,1.191633748,0.307780261
g2223,0.492342251,2.784558239,0.307732893
g2224,0.492405515,0.201106248,0.307677092
g2225,0.492696803,-1.531924806,0.307420256
g2226,0.492920159,3.473824593,0.30722342
g2227,0.49293074,-2.631487879,0.307214098
g2228,0.492979943,-0.777334222,0.30717075
g2229,0.49307473,-0.664592124,0.307087254
g2230,0.493370632,-0.540423997,0.306826706
g2231,0.493467446,-0.531705174,0.306741492
g2232,0.493954869,-2.074035419,0.306312729
g2233,0.494017622,0.551865923,0.306257559
g2234,0.494261178,0.097132295,0.3060435
g2235,0.494410394,2.417729148,0.305912408
g2236,0.494471152,2.41989061,0.305859041
g2237,0.494618524,0.69479665,0.305729623
g2238,0.494761115,-0.635880537,0.30560444
g2239,0.49479755,-1.237680736,0.305572459
g2240,0.495284041,0.171987411,0.305145666
g2241,0.495297443,-1.122833869,0.305133914
g2242,0.495503343,-0.224043449,0.304953411
g2243,0.495526954,-0.607485236,0.304932717
g2244,0.495650053,1.305532311,0.304824843
g2245,0.49570173,-2.43312726,0.304779565
g2246,0.496805111,-0.591850081,0.303813945
g2247,0.497079699,-0.778776658,0.303573973
g2248,0.497084941,-0.783111952,0.303569393
g2249,0.497274942,1.179218698,0.303403425
g2250,0.497457635,-1.211662847,0.303243899
g2251,0.497563853,2.876727808,0.303151178
g2252,0.497661765,-0.570375561,0.303065725
g2253,0.497901672,-0.765449483,0.302856415
g2254,0.498371847,-0.587394051,0.302446499
g2255,0.49847072,-0.225071096,0.302360347
g2256,0.498501684,3.787525656,0.30233337
g2257,0.498563223,-0.387230832,0.302279761
g2258,0.498619613,-0.590873018,0.302230643
g2259,0.498887638,-0.826823363,0.301997257
g2260,0.499342191,1.982377307,0.301601737
g2261,0.499384872,-2.569323088,0.301564618
g2262,0.499450001,-0.858620577,0.301507982
g2263,0.499480288,-0.536928599,0.301481647
g2264,0.49965763,1.214496548,0.301327476
g2265,0.499828354,-0.893127344,0.301179111
g2266,0.499949445,-0.843437842,0.301073909
g2267,0.499966268,-0.756191412,0.301059296
g2268,0.500352327,0.857995893,0.300724076
g2269,0.500481168,3.047408048,0.300612259
g2270,0.500560829,-0.509554258,0.300543139
g2271,0.501125255,-0.826505437,0.30005371
g2272,0.501257165,4.634223145,0.299939406
g2273,0.501328466,-0.540157674,0.299877635
g2274,0.501362845,-0.511943941,0.299847854
g2275,0.501388581,-0.538734385,0.299825561
g2276,0.501423766,-0.757817748,0.299795086
g2277,0.501706667,-0.483193947,0.299550128
g2278,0.502083727,0.271660649,0.299223854
g2279,0.502677208,-0.517757785,0.298710806
g2280,0.502730641,1.560235245,0.298664644
g2281,0.502815867,-0.565562863,0.298591026
g2282,0.50283729,2.985819859,0.298572523
g2283,0.502962224,0.515773701,0.298464632
g2284,0.503023626,-0.689388393,0.298411617
g2285,0.503101902,0.635670696,0.298344041
g2286,0.503447225,-0.337255903,0.298046049
g2287,0.503464175,-2.176592053,0.298031427
g2288,0.503495379,-0.624412229,0.298004511
g2289,0.503498752,2.101139228,0.298001602
g2290,0.503626309,-0.499108561,0.297891591
g2291,0.503689235,-0.671863336,0.297837331
g2292,0.503798513,-0.682355601,0.297743119
g2293,0.503865262,-0.518412503,0.297685582
g2294,0.503953817,-0.341897431,0.297609261
g2295,0.504228958,-2.559000914,0.297372216
g2296,0.504418547,2.558946968,0.297208953
g2297,0.504544151,2.972574032,0.297100824
g2298,0.504614254,-0.566516393,0.297040486
g2299,0.504725367,-0.537797967,0.296944868
g2300,0.504753564,-0.407851169,0.296920606
g2301,0.504942603,0.537305927,0.296757985
g2302,0.505017392,-0.226154007,0.296693665
g2303,0.505070732,0.826189527,0.296647797
g2304,0.505223777,-0.549097547,0.296516219
g2305,0.505322696,0.658093916,0.296431195
g2306,0.505350519,-0.843495173,0.296407284
g2307,0.505369225,-0.768378704,0.296391208
g2308,0.505445335,-0.620430255,0.296325807
g2309,0.505510966,-0.949706517,0.296269419
g2310,0.505887969,-0.768484513,0.295945649
g2311,0.505985454,2.401645944,0.295861968
g2312,0.506048664,4.031022885,0.295807717
g2313,0.506123965,-0.411608833,0.295743098
g2314,0.506229289,3.334618349,0.295652731
g2315,0.506315978,-1.406819738,0.295578367
g2316,0.506544272,0.19452344,0.295382591
g2317,0.506605962,1.368327451,0.295329704
g2318,0.506683776,1.856881233,0.295263002
g2319,0.506867451,1.877249862,0.295105597
g2320,0.506926679,-0.890832885,0.295054852
g2321,0.507241623,1.792362339,0.294785117
g2322,0.507982679,-0.702966539,0.294151096
g2323,0.50815917,-0.83964192,0.294000233
g2324,0.508271688,1.42189712,0.293904081
g2325,0.508385601,1.418194175,0.293806758
g2326,0.508771364,-1.096860277,0.293477341
g2327,0.508854128,-0.548793263,0.293406698
g2328,0.508959323,0.172889999,0.293316926
g2329,0.509337933,-0.839476879,0.292993978
g2330,0.509727055,-2.435244749,0.292662315
g2331,0.509873885,-0.195575043,0.292537231
g2332,0.509928171,-0.71066952,0.292490995
g2333,0.510054719,0.188272166,0.29238323
g2334,0.510325781,-1.37865759,0.292152491
g2335,0.510732384,-0.627184234,0.291806604
g2336,0.51073576,-0.593890726,0.291803733
g2337,0.510755358,-0.464739765,0.291787069
g2338,0.510778938,4.453559057,0.291767019
g2339,0.510839005,-0.51862401,0.29171595
g2340,0.510852624,-0.191013629,0.291704372
g2341,0.511044795,-0.896592699,0.291541031
g2342,0.511181514,-0.576173851,0.29142486
g2343,0.51123722,-2.465336184,0.291377535
g2344,0.511381787,-0.543198948,0.291254744
g2345,0.511411707,-0.611234181,0.291229335
g2346,0.511705018,0.546155931,0.290980324
g2347,0.512007876,-0.589326019,0.290723358
g2348,0.51252788,-0.56446971,0.290282505
g2349,0.512570427,-0.515708158,0.290246454
g2350,0.51267234,-0.622244974,0.290160113
g2351,0.512906208,-1.449301233,0.289962044
g2352,0.512916822,-0.743911547,0.289953057
g2353,0.51316116,-0.513991362,0.289746222
g2354,0.513253063,0.701436048,0.28966845
g2355,0.513467866,1.039214313,0.28948673
g2356,0.513730412,-0.873572142,0.289264724
g2357,0.513839149,3.352922359,0.28917281
g2358,0.513875696,-0.539434064,0.289141922
g2359,0.51401586,-1.577376507,0.289023481
g2360,0.514155512,0.261183553,0.288905504
g2361,0.514853366,-1.975721685,0.288316444
g2362,0.514902232,2.946492936,0.288275226
g2363,0.514952426,3.854967735,0.288232892
g2364,0.515016929,1.61827993,0.288178495
g2365,0.515256057,0.721498059,0.287976894
g2366,0.515408639,1.334791188,0.287848306
g2367,0.515498669,-0.501632772,0.287772452
g2368,0.515526576,1.354578389,0.287748941
g2369,0.515827521,-0.582638962,0.287495491
g2370,0.515988349,-0.458368946,0.287360105
g2371,0.516177709,-1.142734711,0.287200754
g2372,0.516259669,-0.640799322,0.287131801
g2373,0.516631253,-1.468558873,0.286819325
g2374,0.516714951,2.251824361,0.286748972
g2375,0.516801838,-0.513132569,0.28667595
g2376,0.516917898,-0.337456077,0.28657843
g2377,0.516999373,2.27682517,0.286509984
g2378,0.517113192,-0.438554373,0.286414383
g2379,0.517125497,-0.502581031,0.286404049
g2380,0.517157357,0.876562993,0.286377293
g2381,0.517205269,-0.616092782,0.286337059
g2382,0.517273596,-0.688919302,0.286279689
g2383,0.517334393,-2.688790314,0.286228648
g2384,0.517398533,-1.44659784,0.286174807
g2385,0.51741174,0.425170362,0.286163721
g2386,0.51785487,0.325047868,0.285791935
g2387,0.518080805,2.610281538,0.285602498
g2388,0.518285197,-2.021000038,0.285431195
g2389,0.518398621,-2.577458325,0.285336162
g2390,0.518734113,-0.702852927,0.285055191
g2391,0.518811265,-3.257463328,0.284990603
g2392,0.518924165,-0.445171538,0.284896105
g2393,0.518967499,-0.60359125,0.28485984
g2394,0.518973639,1.875122058,0.284854701
g2395,0.519166903,3.609981209,0.284693002
g2396,0.51919571,0.263304444,0.284668905
g2397,0.519632598,-1.060877435,0.284303612
g2398,0.519903687,-0.495995175,0.284077103
g2399,0.520085938,1.06179055,0.283924888
g2400,0.520161965,0.321023932,0.283861407
g2401,0.520176034,-0.400248254,0.283849661
g2402,0.520179239,-1.390968992,0.283846985
g2403,0.520219551,-0.466042147,0.28381333
g2404,0.520275474,-0.587564649,0.283766646
g2405,0.520440148,2.554808911,0.283629208
g2406,0.520473415,0.562568926,0.283601449
g2407,0.520489166,0.386734774,0.283588306
g2408,0.52055604,1.106623822,0.28353251
g2409,0.520835795,2.828606972,0.283299176
g2410,0.520864839,1.633370968,0.283274959
g2411,0.521015865,0.645588603,0.283149052
g2412,0.521026927,0.636048667,0.283139832
g2413,0.521318488,-0.524349178,0.282896873
g2414,0.521562536,-0.830587396,0.282693612
g2415,0.522164146,-0.498528886,0.282192952
g2416,0.522211638,3.053834698,0.282153454
g2417,0.522230437,-0.899668737,0.28213782
g2418,0.522485981,-0.546596759,0.281925358
g2419,0.522691035,-0.575506747,0.281754949
g2420,0.522730407,0.447969408,0.281722236
g2421,0.522827518,-0.896600493,0.281641562
g2422,0.52356466,-2.634274096,0.281029675
g2423,0.523684109,1.206276918,0.280930604
g2424,0.523701597,-0.559221184,0.280916102
g2425,0.523820362,-0.441577151,0.280817624
g2426,0.524190283,3.713562268,0.280511034
g2427,0.524219095,-0.492947688,0.280487164
g2428,0.52462163,1.575943043,0.280153808
g2429,0.524709217,-0.127304161,0.280081307
g2430,0.524710129,-0.505607718,0.280080552
g2431,0.524772139,0.766712982,0.28002923
g2432,0.524923792,0.538555598,0.279903743
g2433,0.525010092,0.892976123,0.279832348
g2434,0.525118233,-0.411279305,0.279742902
g2435,0.525641024,-0.340094362,0.279310747
g2436,0.526141108,-0.694991544,0.278897765
g2437,0.526161956,1.385311142,0.278880557
g2438,0.526463017,-0.445381795,0.278632132
g2439,0.526470707,0.863783628,0.278625788
g2440,0.526932452,-0.677334137,0.278245054
g2441,0.526965467,-1.603656384,0.278217844
g2442,0.527151488,-1.034805689,0.278064563
g2443,0.527176429,0.71570725,0.278044016
g2444,0.527518796,-0.519555678,0.277762061
g2445,0.527748276,0.534238032,0.277573177
g2446,0.527927217,1.904875234,0.277425948
g2447,0.528022648,-0.44904815,0.277347449
g2448,0.52824146,1.318099649,0.277167515
g2449,0.528303497,-1.037104832,0.277116515
g2450,0.528637722,-0.627233544,0.27684185
g2451,0.528649303,-0.782739663,0.276832336
g2452,0.528712943,-0.587783013,0.276780058
g2453,0.529003283,-1.098352509,0.276541633
g2454,0.529012059,0.481885806,0.276534428
g2455,0.529086919,-0.841845422,0.276472976
g2456,0.529197219,-0.465867256,0.276382447
g2457,0.529281314,-0.635427916,0.276313438
g2458,0.529286899,-0.502092403,0.276308856
g2459,0.529710199,-0.576031469,0.275961665
g2460,0.529788096,0.640528747,0.275897804
g2461,0.529812247,-1.75200622,0.275878007
g2462,0.529858393,-0.308707881,0.275840182
g2463,0.529945511,-1.119443694,0.275768782
g2464,0.530253942,-0.852066434,0.275516094
g2465,0.530465249,-0.143599655,0.275343062
g2466,0.530465358,1.389282423,0.275342972
g2467,0.530533565,-0.714628563,0.275287135
g2468,0.530565336,-2.060740519,0.275261128
g2469,0.530571034,-2.065890377,0.275256464
g2470,0.531012389,0.766712982,0.274895346
g2471,0.531040077,0.334476434,0.274872702
g2472,0.531271237,-1.464894095,0.274683696
g2473,0.531635641,-1.093485152,0.274385912
g2474,0.531715074,-0.222381083,0.274321027
g2475,0.531866483,-0.766034316,0.274197377
g2476,0.531884201,0.114714229,0.27418291
g2477,0.531996985,2.376521101,0.274090829
g2478,0.532007502,-0.390968791,0.274082244
g2479,0.532324522,0.514600353,0.273823527
g2480,0.532325692,2.082841872,0.273822573
g2481,0.532343307,-0.535588417,0.273808202
g2482,0.53297733,-0.459177837,0.273291263
g2483,0.533299882,-0.441961499,0.273028512
g2484,0.533470813,-2.175330412,0.272889337
g2485,0.533801698,0.847948997,0.272620049
g2486,0.533842073,0.274038514,0.272587202
g2487,0.534013148,-0.634666666,0.27244805
g2488,0.534468952,-0.487528955,0.272077518
g2489,0.534756514,-0.504626876,0.271843916
g2490,0.534950481,0.339270661,0.271686418
g2491,0.53512149,0.983471777,0.271547608
g2492,0.535133047,-2.213416756,0.271538228
g2493,0.535393868,0.237766274,0.271326607
g2494,0.535677388,-1.067675636,0.271096686
g2495,0.535727846,-2.111166733,0.271055779
g2496,0.536283259,-0.471839424,0.27060576
g2497,0.536286188,0.430775464,0.270603388
g2498,0.536465148,0.195723892,0.270458487
g2499,0.536627738,-3.24479389,0.270326883
g2500,0.536683672,-0.740742277,0.270281617
g2501,0.536699487,-0.54402599,0.27026882
g2502,0.536786567,0.330523133,0.270198361
g2503,0.536905103,2.522888411,0.270102468
g2504,0.537038811,1.221004314,0.269994327
g2505,0.537118115,-0.739027131,0.2699302
g2506,0.537265557,-0.563768387,0.269811
g2507,0.537451339,0.813454252,0.269660851
g2508,0.537734908,-0.548942414,0.26943177
g2509,0.538363072,-1.939150514,0.268924737
g2510,0.538455957,-0.902466948,0.268849814
g2511,0.538616869,-1.253904018,0.268720049
g2512,0.538852632,-0.520470569,0.268529992
g2513,0.538940661,0.48045087,0.268459049
g2514,0.539066735,0.58281097,0.268357467
g2515,0.539616224,0.280039655,0.267915001
g2516,0.539893487,-0.79530788,0.267691912
g2517,0.540113189,1.28351741,0.267515218
g2518,0.540208031,-0.543330205,0.267438964
g2519,0.541107531,0.68627674,0.266716422
g2520,0.541174974,0.343630509,0.266662295
g2521,0.54158308,-0.60419484,0.266334912
g2522,0.541906132,-0.864584122,0.266075935
g2523,0.542348498,-2.079139316,0.265721558
g2524,0.542366843,-1.747034811,0.265706868
g2525,0.542671081,-1.122786897,0.265463321
g2526,0.542734438,-1.561499123,0.26541262
g2527,0.542830133,1.373438414,0.265336052
g2528,0.542849236,-0.555635276,0.265320769
g2529,0.543128715,-0.483593666,0.265097236
g2530,0.543257607,-0.263673561,0.264994184
g2531,0.543365421,-0.564614382,0.264908003
g2532,0.543407561,0.20615471,0.264874323
g2533,0.543658171,0.737671196,0.26467408
g2534,0.543731885,0.356707579,0.264615199
g2535,0.543775103,2.987542355,0.264580681
g2536,0.54393373,-1.448657988,0.264454009
g2537,0.544083856,0.337046141,0.26433416
g2538,0.544436448,-0.533374717,0.264052808
g2539,0.544564236,1.008546688,0.263950884
g2540,0.544919694,0.780492346,0.263667496
g2541,0.544955906,-0.414676702,0.263638636
g2542,0.545030804,-0.294309196,0.263578952
g2543,0.545053066,2.356151814,0.263561213
g2544,0.545153958,0.509610619,0.26348083
g2545,0.545175467,0.660163896,0.263463696
g2546,0.545462875,-0.368672599,0.263234803
g2547,0.545747665,-1.258116385,0.263008114
g2548,0.546155487,-0.431019202,0.262683699
g2549,0.546198777,1.24557441,0.262649277
g2550,0.546212191,-0.720662818,0.262638611
g2551,0.546218078,-0.328833605,0.26263393
g2552,0.546232368,-0.442724647,0.262622569
g2553,0.546250403,1.925516122,0.26260823
g2554,0.546349316,-0.510748539,0.262529596
g2555,0.546393935,-0.816875692,0.26249413
g2556,0.546483563,0.355903157,0.262422896
g2557,0.546790557,0.718850344,0.262178994
g2558,0.546845053,-0.457186173,0.262135712
g2559,0.546849662,-0.412209219,0.262132052
g2560,0.547214652,0.343770248,0.261842283
g2561,0.547494715,-0.341207869,0.261620069
g2562,0.547519343,2.373501625,0.261600533
g2563,0.547599205,-0.558887948,0.261537191
g2564,0.547749676,-0.37734631,0.261417871
g2565,0.548063255,-0.938013965,0.261169314
g2566,0.548138783,0.260365326,0.261109469
g2567,0.548181925,-0.600475276,0.261075288
g2568,0.548348731,-0.494313692,0.260943157
g2569,0.548403096,-0.713103232,0.260900102
g2570,0.548544124,-0.069101036,0.260788433
g2571,0.548571111,0.146146112,0.260767067
g2572,0.548807861,-0.280022955,0.260579677
g2573,0.548817374,-0.393729288,0.260572149
g2574,0.549017887,0.544291765,0.260413506
g2575,0.549170708,1.902517797,0.260292635
g2576,0.549540712,-0.59079671,0.260000128
g2577,0.549978952,-0.66285558,0.259653931
g2578,0.550040676,0.969611825,0.259605193
g2579,0.550041522,-0.430357216,0.259604525
g2580,0.550093812,-0.635200943,0.25956324
g2581,0.550342527,-0.538601187,0.259366926
g2582,0.550572644,-0.066999651,0.259185371
g2583,0.550626583,-0.703561025,0.259142826
g2584,0.550667186,-3.126827174,0.259110802
g2585,0.550830674,0.741764206,0.258981883
g2586,0.550892073,-0.683349084,0.258933477
g2587,0.551025491,-0.410074501,0.25882831
g2588,0.551252838,0.651805452,0.258649162
g2589,0.551260306,-0.438495744,0.258643278
g2590,0.551299697,-0.481378208,0.258612246
g2591,0.551453082,-3.04958506,0.258491432
g2592,0.551896586,-2.002691112,0.258142292
g2593,0.551957593,2.604482979,0.258094288
g2594,0.552174442,-0.66136066,0.257923699
g2595,0.552208313,0.261076913,0.25789706
g2596,0.552438268,-0.810226924,0.257716245
g2597,0.553281707,-0.243403316,0.257053689
g2598,0.553323523,0.904519511,0.257020867
g2599,0.553353908,2.488791949,0.256997019
g2600,0.553442636,-1.899590035,0.256927387
g2601,0.55352085,1.209363201,0.256866015
g2602,0.55353824,1.64341429,0.256852371
g2603,0.553569914,-0.403999507,0.256827521
g2604,0.553595706,-0.452779516,0.256807287
g2605,0.553826406,0.751135415,0.256626341
g2606,0.553827011,-0.922554613,0.256625867
g2607,0.554077557,0.497133478,0.256429441
g2608,0.555139344,-0.536288324,0.255597992
g2609,0.555259439,-1.028789563,0.25550405
g2610,0.555294226,-0.43837409,0.255476842
g2611,0.555496845,-0.999326943,0.255318403
g2612,0.555748451,-2.397250801,0.255121739
g2613,0.55582103,0.148768253,0.255065025
g2614,0.556102444,2.50616024,0.254845196
g2615,0.556559804,-0.563243695,0.254488163
g2616,0.556818281,-0.469359415,0.254286515
g2617,0.556834639,-0.421063101,0.254273756
g2618,0.557151533,-0.453255607,0.25402667
g2619,0.557529174,0.100466516,0.253732402
g2620,0.558003262,0.275499421,0.253363262
g2621,0.558211889,0.675159569,0.253200918
g2622,0.558338063,-0.689516169,0.253102764
g2623,0.558472455,-0.496507108,0.252998242
g2624,0.558945399,-0.768788783,0.252630614
g2625,0.559140219,-1.322752398,0.252479268
g2626,0.559209849,-0.744246112,0.252425188
g2627,0.559333775,2.613097338,0.252328955
g2628,0.559481545,0.365877668,0.252214234
g2629,0.55988988,0.462335641,0.251897382
g2630,0.559941606,-0.341746633,0.251857261
g2631,0.56092018,-0.590657936,0.251098935
g2632,0.560961816,-0.470018256,0.2510667
g2633,0.561058562,0.201361559,0.250991806
g2634,0.561287065,-0.374327218,0.250814966
g2635,0.561311896,1.111214784,0.250795754
g2636,0.561638546,-1.631922664,0.250543094
g2637,0.561694125,0.537898302,0.250500119
g2638,0.561997405,0.754527469,0.25026569
g2639,0.562175433,-0.760620114,0.250128137
g2640,0.56221687,-2.780929634,0.250096127
g2641,0.562477985,0.880866271,0.249894471
g2642,0.562925763,1.56638174,0.249548875
g2643,0.563113448,0.338710247,0.249404101
g2644,0.563330436,0.730025111,0.249236784
g2645,0.563965216,-0.52449572,0.248747681
g2646,0.564023257,-0.427818249,0.248702988
g2647,0.564152025,0.61216352,0.248603849
g2648,0.564795089,1.277071414,0.248109088
g2649,0.565096914,-0.404236853,0.247877064
g2650,0.565373702,-0.44382658,0.247664396
g2651,0.565515001,-0.609873422,0.24755587
g2652,0.565730759,-0.196257555,0.247390208
g2653,0.566470224,2.242636955,0.246822914
g2654,0.567357024,-0.456865309,0.246143564
g2655,0.567848881,-0.329743988,0.245767226
g2656,0.567969166,0.905946873,0.245675241
g2657,0.567987894,-0.419956577,0.245660921
g2658,0.568151443,-0.551241383,0.245535886
g2659,0.568709439,-0.262259729,0.245109564
g2660,0.568962308,-0.566913341,0.244916503
g2661,0.569176612,-1.994575477,0.244752954
g2662,0.569208159,-0.110383808,0.244728883
g2663,0.569376055,-0.277100321,0.244600801
g2664,0.570051414,-0.522743003,0.244085973
g2665,0.570261996,-0.615759726,0.24392557
g2666,0.570576676,-0.547068594,0.243685985
g2667,0.570937548,-0.413579555,0.243411394
g2668,0.571127235,-0.479039687,0.243267129
g2669,0.571219233,-0.903457281,0.243197178
g2670,0.571232985,-1.683718707,0.243186723
g2671,0.571506518,1.119094209,0.242978812
g2672,0.571623573,0.293351205,0.24288987
g2673,0.571742443,3.307629353,0.242799567
g2674,0.571939209,-0.543882116,0.24265013
g2675,0.572011454,1.973581513,0.242595275
g2676,0.572077845,-0.408215775,0.242544871
g2677,0.572413776,-0.461874392,0.242289923
g2678,0.572942421,-2.28295189,0.241889021
g2679,0.573115479,-0.24278477,0.241757862
g2680,0.573129722,-0.702471572,0.241747069
g2681,0.5742832,-0.382844571,0.240873888
g2682,0.574488068,-0.64861274,0.240718987
g2683,0.574521017,-0.388756681,0.240694079
g2684,0.575762633,0.841763475,0.239756524
g2685,0.575920539,-1.416043806,0.239637433
g2686,0.575995344,-0.39115114,0.239581027
g2687,0.576466607,-0.325236837,0.239225845
g2688,0.576470938,-0.178412772,0.239222582
g2689,0.576656603,0.762070692,0.239082731
g2690,0.576738363,3.710582377,0.23902116
g2691,0.57687609,-0.293132836,0.238917461
g2692,0.576924585,0.671415838,0.238880954
g2693,0.57730231,0.705371616,0.238596705
g2694,0.577321949,-0.356769464,0.238581931
g2695,0.577564388,-0.422991069,0.238399593
g2696,0.577614679,0.688220408,0.238361779
g2697,0.577739673,-0.342017868,0.238267809
g2698,0.577992724,-0.666721413,0.238077629
g2699,0.578214226,0.183595498,0.237911227
g2700,0.57823541,-0.61740326,0.237895317
g2701,0.578483861,-0.354038609,0.237708753
g2702,0.578560489,-0.2663465,0.237651228
g2703,0.578744061,-1.140034583,0.237513453
g2704,0.578817371,-0.094397851,0.237458444
g2705,0.57893333,2.486516843,0.237371447
g2706,0.578934261,1.827684179,0.237370748
g2707,0.579009826,0.45389156,0.237314066
g2708,0.579033888,1.916450791,0.237296018
g2709,0.579115468,0.37504243,0.237234835
g2710,0.579156289,3.296836856,0.237204223
g2711,0.579367562,-0.388567174,0.237045824
g2712,0.579422661,0.370283987,0.237004524
g2713,0.579435575,-0.343459377,0.236994844
g2714,0.57951661,0.842523082,0.236934112
g2715,0.579751408,0.085150189,0.236758188
g2716,0.579987994,3.689491533,0.236580996
g2717,0.579990404,-0.319448877,0.236579192
g2718,0.580068228,-1.093327802,0.236520921
g2719,0.580231534,1.30465046,0.236398672
g2720,0.580359085,-0.576615724,0.236303213
g2721,0.580394893,1.844512287,0.236276418
g2722,0.580674448,4.380383445,0.236067284
g2723,0.580953946,-0.309981043,0.235858294
g2724,0.581065436,-0.309981043,0.235774957
g2725,0.581771263,-0.478338349,0.235247735
g2726,0.582013018,-0.544656894,0.235067301
g2727,0.582397799,-0.278651787,0.234780275
g2728,0.582406094,-0.500369725,0.234774089
g2729,0.582408616,-0.200968461,0.234772209
g2730,0.582822774,-0.307308397,0.234463486
g2731,0.582861235,-1.786561638,0.234434828
g2732,0.583038476,-0.113080467,0.234302784
g2733,0.583171378,0.36731515,0.234203799
g2734,0.583379919,-0.992172917,0.234048524
g2735,0.583454499,-1.017146831,0.233993007
g2736,0.583502406,0.406465584,0.233957349
g2737,0.584313747,-0.333497276,0.233353896
g2738,0.584398846,-0.373943679,0.23329065
g2739,0.58474318,-1.159732054,0.233034835
g2740,0.585012693,0.197584828,0.232834711
g2741,0.585046326,-0.38730388,0.232809744
g2742,0.585625423,1.298267794,0.232380078
g2743,0.586258574,-0.117135001,0.231910793
g2744,0.586545967,0.979087605,0.231697947
g2745,0.586565989,0.891619137,0.231683122
g2746,0.58661532,-1.946133165,0.231646599
g2747,0.586782323,1.713231099,0.231522978
g2748,0.587080622,-0.288969594,0.231302254
g2749,0.587558417,0.229692102,0.230948948
g2750,0.587939912,3.185948738,0.230667057
g2751,0.588011655,0.452399294,0.230614066
g2752,0.588097513,-0.178473177,0.230550657
g2753,0.588952193,-0.354433024,0.229919957
g2754,0.588963538,1.308008456,0.229911591
g2755,0.589059007,-0.536136185,0.229841199
g2756,0.589146889,-0.349164238,0.229776411
g2757,0.589387259,-0.407285356,0.229599257
g2758,0.58939521,-0.524937896,0.229593398
